text,label
@AmericanAir why have I been on hold for almost 3 hours? This is ridiculous,negative
@JetBlue thanks for update http://t.co/K7uBOTMr1r,positive
@AmericanAir fantastic thanks! Will try and tweet a photo of the view :),positive
@USAirways you are cutting into my pregame time.  Go @KentuckyMBB !!!!,negative
@united Ugh.  My bags were sent to Palm Springs and not to LAX as promised.  They better be at the hotel when I get there.,negative
"@AmericanAir we are off to Kax premium.  Hoping this flight is better food, TV now I know how to work it and service. Tnx",positive
@VirginAmerica Is it normal to receive no reply from Central Baggage #baggageissues #smh,negative
@SouthwestAir had to rebook through Atlanta &amp; now drive to #Nashville. Had to pay ridiculous price difference. Bad weather good for business,negative
@SouthwestAir - really?  All other carriers are staffed and you've got a triple looped one and no employees in sight in OKC,negative
@United now what?!? http://t.co/5hpSqVRjK8 flight was gone when I got off plane! #BusinessTravel #goodenoughmother,negative
"@JetBlue Annnndddd, I just booked my flight. That was easy.",positive
@SouthwestAir Working on a piece about military discounts and am hearing you offer one. Can you give me specifics and confirm? Thank You!,neutral
@united DM does not work what do I do?,neutral
@united yes... A ride home would be perfect.. A fete one would assume possible after charging 1600$ for a domestic flight... Ps we deplaned,negative
@united 24 seats available on the 2:15 pm from ORD to RDU...I need 2 seats please,neutral
@united bad customer service  to NYC a few weeks ago. Thinking of moving on,negative
@USAirways yes but again valuable time has been lost,negative
@united following,neutral
@JetBlue Its poor Flight management. There is   no reason why a scheduled 8:00  pm  flight to takr off At 11:00pm .,negative
@SouthwestAir Hi-My flight (BNA to LGA) was Cancelled Flighted this morning--#1814. Looks like other flights out of BNA are taking off. Any chance?,negative
"@SouthwestAir @nelsjeff, 3.5 hrs. Late Flightr (no human interaction), ended up $'ing a completely new flight - so last flight out didn't sell out.",negative
@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4,positive
@SouthwestAir I thought you guys were the best airline...I've been on hold for an hour!,negative
@JetBlue isn't this something YOU should do?!  Why should I tell your crew how to do their job?,negative
@AmericanAir we're still here guys - you are the worst,negative
@united I believe you have to follow me in order for me send you a DM,neutral
"@SouthwestAir Guys, we've got to do something about the inability to check in online for international  flight that has... (1/2)",neutral
@USAirways hi there I am flying MYR-CLT-ORD tomorrow is weather looking ok or problematic?,neutral
@USAirways @SDFAirport  I really needed to be back home yesterday and at work at 9am today. Been on plane and sitting for an hour #peeved,negative
@AmericanAir 1st leg of my flight 2 nyc tomorrow has been Cancelled Flightled. if you make me hold for 2hrs i may miss my only chance back home!,negative
"@united add wifi, entertainment and the old seats and i’ll come back.",negative
@AmericanAir @USAirways wonderful FC FA on flight 2062 pre dawn!  Nice start to the day!,positive
"@united worst flights I've ever had. ground crew ignored our plane, made me miss flight and now I have to cover the cost of a hotel. #DEN",negative
"@united. If you show available seats, you need to honor that! I shouldnt spend 1hr on phone to hear that ""really there are 3 not 4 seats""",negative
@united why no preferred security line anymore. My TSA pre-check didn't pull on my @SilverAirways partner flight! #Platinum #spoiled,negative
@United gate announcement states delay due to maintenance yet app says Late Flight arriving aircraft  tell the truth! @unfriendly,negative
@SouthwestAir well I'm not sure what there is you can do.  The bad experience had already been had,negative
@united you know what would be awesome? Providing us with complimentary entertainment on your flights. Especially those longer than 6 hours.,neutral
@AmericanAir Don't require us to memorize a five-word phrase and remember it after we hear another six million options,negative
@SouthwestAir I am genuinely surprised you all don't upgrade people when you Cancelled Flight their flights or at least put them in a comparable spot,negative
@JetBlue Can't view seat selection/change seat for flight tomorrow. Can you look into this?,neutral
@USAirways flight 1946 out of clt this morning.  It's snowing here.  Should i head out to the airport?,neutral
@united yea get me to phoenix already. Delays all day with you people. It's bullshit.,negative
@united send someone to the customer service counter in person. DIA concourse B across from gate B36a.,negative
@united the wifi in the ewr lounge reminds me of the old days of dial up,negative
@AmericanAir you really need some customer service training for your unhappy EEs in the morning in Chicago. Gate K20 at 430 chking her schd,negative
"@AmericanAir Why doesn't anyone make a better effort to retain customers. It should be an easy fix, I just want to travel AA.",negative
@JetBlue he just went above and beyond to be helpful,positive
@United #1758 now going in 40 min waiting for other plane to vacate gate. #findanothergate,negative
@USAirways when your routing system goes down which grounds all your long haul flights you should think about a #failover plan,negative
@united where's my damn bag??,negative
@SouthwestAir heyo! What is causing flight 1836 ewr to hou to be delayed?,negative
@SouthwestAir On hold for two hours and it timed-out on me. Great system you got there.,negative
@AmericanAir What are we going to do about the nightmare you guys out me through yesterday? Zero response from the tweet you last sent me.,negative
@AmericanAir thank you for the confirmation.,positive
@SouthwestAir Deborah helped me💁,positive
@united I am trying to book awards for September and need flights on @aegeanairlines but they will not show even w/ many award seats availab,negative
@SouthwestAir offering us absolutely nothing for our troubles either. Blames the @TSA,negative
@united thanks finally made it.. Missed meetings but what can I do now?,negative
@JetBlue u suck!we have been sitting here for 9hrs because of ur negligence,negative
@SouthwestAir I wrote to your customer support on Monday re: a Cancelled Flighted flight but haven't heard back. Any idea what's up? Thanks.,negative
"Sorry for unfollowing, @JetBlue",negative
@AmericanAir my flight was Cancelled Flightled I called they said they'd call back in 1:36. They did And hung up now saying I have to wait 2 hrs!!,negative
@AmericanAir Thank you. Good suggestion. I checked and we were not rebooked. We'll keep checking and looking for other flights,positive
@JetBlue you delay all my flights. Then you redirect my gate. Then you tell me had we stuck with the original gate we would have 1/3,negative
@JetBlue WHAT'S UP WITH WEBSITE CAN'T ACCESS FLIGHT INFO,negative
@AmericanAir I am honestly in shock how this process and service compares to my other airline experiences. Not really sure what to say...,negative
@JetBlue well mine sure aren't anything to write home about!,neutral
@SouthwestAir What are your services? What promotion you have at the moment? #ModeloDeNegocio #innovation #innovacion #BusinessModel,neutral
@AmericanAir @cnnbrk they didn't address the assult or drinks spilled on her  the drunk passenger had to have a wheelchair to get off plane,negative
"@united Not to belabor my point,but shouldn't I be able to put a laptop bag above my seat?  Why is it announced to leave it for rollers? Thx",negative
@AmericanAir over 70 days  no contact from a human or apology letter. @AmericanAir is #yucki. Read all about it soon http://t.co/9R9OmzQAVI,negative
@USAirways 3 delays 2 Cancelled Flightlations a double layover and 72 hours Late Flightr....could I at least get extra dividend miles?,negative
"@AmericanAir attended to and corrected my complaints via Twitter. Whoa. This is the brave, new world we live in. Thank you, American Air :)",positive
@SouthwestAir I did ....it's just been such a disheartening experience for me and my family...and a lot of taxi money wasted.,negative
"@USAirways if you mean by posted, no USAir empl to direct anyone, 800# not accepting calls, no contact from USAir re: rebook #greatjob",negative
@SouthwestAir thx. Make it right. Help Meagan Fouty Brancato fl#2771 dfw gate 4 preboard w/kids - b4 group A please. Please.,positive
@JetBlue Looking cool,positive
@SouthwestAir  traveling 2bwi nMaryland 2morrw any chance the flight being Cancelled Flightled to inclement weather? Any chance can get earlier flight,neutral
@SouthwestAir yea but I was hoping to avoid the ticket difference amount as a birthday courtesy? #flysouthwest #lovesouthwest #mybday,negative
@united Could you tell me if this bag would be accepted as a personal item ? Can i bring one carry-on bag plus this? http://t.co/U390cZpLHl,neutral
"@USAirways Its not just PHL, at BTV today made to deplane because ""it's Sunday and we don't know if maintenance will be available""",negative
@JetBlue I don't want to seem crazy! Have already asked twice!,negative
@JetBlue marks 15th birthday with @Airbus #A320 painted in 'Blumanity' paint job http://t.co/9vTFM7kNad,neutral
@JetBlue bags hv been posted on board for flight424 on carsl 4. Now switched to carsl 5. It's comedic watching passengers run frm 1 to othr,negative
@USAirways 40 minutes to put my TSA number in… 40 mins… and stop holding people hostage with requiring a dividends miles acct. @tsa,negative
@virginamerica how's a direct flight FLL-&gt;SFO have unexpected layover in Vegas 4 fuel yet peeps next to me bought for Vegas flight. #sneaky,negative
@AmericanAir I will never fly with you guys again! I am stuck in memphis another day. Called to be credit something anything,negative
"@united Instead of sending inaccurate emails about delay every 5 min, just say we will get you there when we get you there.",negative
"@JetBlue It is physically impossible to make it to the airport, and our flight is scheduled to leave in less than 3 hours.",negative
"@AmericanAir flight 1181 out of Vegas to DFW. Cancelled Flightled Sunday and Monday, no whammie today!",negative
"@SouthwestAir woohoo that just made my day. I looked and just couldn't find that, thank you!",positive
"@united Well, to the degree that he could... Just to know, after this experience I'm Cancelled Flighting my miles card. Thank god for @Delta",negative
@JetBlue the slowest boarding process I've ever experienced and rude customer service agents.,negative
"@USAirways @AskPayPal When will it be marked ""completed"". I'm scared I'm going to lose my reservation or my money is going to be refunded.",negative
"@AmericanAir we've been on hold for over 4 hrs, you Cancelled Flighted flt 2222 phl-dfw. Need assistance!!!",negative
"@united wanted to, but you Cancelled Flightled my tickets.... They were too special i guess even for united.",negative
@united no wheelchairs,negative
"@AmericanAir Miami-PhL flight Cancelled Flightled just as I got to the gate. No one from AA around, no one on the phone. Awful awful awful.",negative
@united Thank you.,neutral
@AmericanAir @ShannonBloom Where's my DM? Where's my voucher? Who's paying my $70 cab and my $50 car back to JFK tomorrow?,negative
@AmericanAir come on I just want to go home I can't miss another day of work #stuckinmemphis #texasisclosed,negative
@USAirways now telling me I don't have the correct tag for my luggage!!! My luggage apparently is not in LA or Charlotte. This is not ok!!,negative
@USAirways @rylietolbert15 wow you wouldn't say,negative
"@AmericanAir we are off to Kax premium.  Hoping this flight is better food, TV now I know how to work it and service. Tnx",neutral
"@united no- we are boarding- but why can't your agents, on the phone, taking care of 1K travellers, link reservations?!?!!",negative
@USAirways you should get better employees✌️,negative
@USAirways @AmericanAir WHERE IS MY BAG ?#SOS ITIS BEING LOST FOR MORE THAN 24 HOURS ! #POORCUSTUMERSERVICE,negative
"@united take a lesson from @VirginAmerica , they know how to treat customers!",neutral
"@united I have a voucher that expires next week, can I get an extension on it before it expires?",neutral
@JetBlue your customer service today was deplorable.  There were plenty of ways u could have gotten us on that flight. #badcustomerservice,negative
"@SouthwestAir my flight at BWI is delayed and I will miss my flight in Denver, is there a way to find out if they will hold the plane?",neutral
"@usairways would it kill you to not let 3,000 miles expire",negative
@USAirways the plane is moving and it's no ice. We are moving to the end of the runway to sit because LGA has one runway open.,negative
@AmericanAir I've never witnessed such covert tactics from an airline.,negative
"@JetBlue I put it my ""to"" and ""from"" airports, click update and it tells me to put in my ""to"" and ""from"" airports.",negative
@USAirways 799 from AMS to PHL today- 3 of 4 flight attendants were downright rude and hostile and made the 8+ hour flight even worse.,negative
@united ...she could not access seat map so she said she would note the upgrade in my itinerary and to call back Late Flightr...,negative
@AmericanAir I have a ticket that has been pending for 4 days. Is it normal to take that long?? I want to make sure there isn't a problem.,negative
@SouthwestAir I am but it says yall are sold out. Me &amp; My coworkers would need to get out first available,neutral
@JetBlue How can I best track deals and special flight offers? I'm liking your international options...,neutral
@AmericanAir @USAirways #Boo! Wack ass terminal 6 @flyLAXairport. No food. No lounge. No Bueno!! Never again!!!,negative
"@united never fails, flying FC order ravioli get chicken. Tell the FA she says you should of told me, other people wanted chicken..idiot.",negative
@USAirways Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?,neutral
@JetBlue  I did.  They have no idea where it is.,negative
@SouthwestAir arrangements to reimburse me for the rental I had to get?,neutral
"@united It's the horrible attitude from staff after , not just the delay. Not the level of service or respect one expects from United",negative
@AmericanAir Both pictures taken at the same time but which is right? #totallyconfused http://t.co/dvSLtQZKmQ,neutral
"@AmericanAir thanks.  I actually made it, my connection flight was delayed.  Guess all delays are not a bad thing. http://t.co/XGgCNTco8m",positive
@VirginAmerica #wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!,negative
@united Pleased to be a Premier Platinum,positive
@AmericanAir is profiting in the billions and throwing crap at the people who put them there. American is a hurting brand,negative
@SouthwestAir I need updates on my flights 464 &amp; 3574. I have been on hold for over 2 hours.,negative
@SouthwestAir is this a sick joke? #toyingwithouremotions,negative
"@united - handed a slip of paper,&amp;said to call 1800#. Have called 2x/day trying to get it sent, still @ layover airport.Have that ref # tho.",negative
@united checked me in through security under the wrong name and given the wrong boarding pass. #AirlineSecurity,negative
@united we still need help. Hung up on twice. Customer service rep said there is no way to help between the gate rep and phone rep.,negative
"@JetBlue what's up? Three delays so far, resulting in over three hours of unnecessary, extra waiting.",negative
@AmericanAir i've now been in France two days without changing clothes and nothing to keep me warm so please locate my bag and send it to(4),negative
@united  what did you do with my seat. International connection. Seriously?,negative
@JetBlue ok!!! That's super helpful. Thank you. I'll reach out if I have any other questions.,positive
@USAirways i hope i get the opportunity to join the team with this job opening!,positive
@SouthwestAir Southwest is definitely my favorite airline to fly! :D,positive
@USAirways I made it- thx.,positive
@AmericanAir fix the engine of flight AA3031so I don't spend all night in your airport so I can fly home tomorrow,negative
"@USAirways Got it, thanks!",positive
"@USAirways Yes, I get that. I’m asking: Specifically, what will you do with the feedback I’ve given you?",neutral
@USAirways looking forward to waiting on hold for 9 hrs to reschedule my flight.  Bunch of idiots work for this airline.,negative
@JetBlue lots of people scratching heads and looking at screens ignoring passengers,negative
@SouthwestAir I will be calling someone on Monday in customer relations. Very disappointed in how I was treated by customer service!,negative
@SouthwestAir making me miss #TheBachelor right now #wah,negative
"@AmericanAir Just got a call from baggage dept. ""...still looking for your property"". It's went missing 1/28. PRERECORDED NO HUMAN SERVICE!!",negative
@SouthwestAir Making Miracles again! The customer service department gave me by far one of the friendliest phone calls ever. #wheelsup,positive
"@southwestair *any site*?   gmail, facebook, etc.",neutral
"@JetBlue ""Do what you love and you'll never work a day in your life."" 😊",neutral
"@SouthwestAir AH - did DM, no reply. On hold now over 2hrs. Just spent over $1k to get a United flight tmrw to get home. #lame",negative
"@AmericanAir you guys Cancelled Flightled my flight for today and booked me for tomorrow, so unfortunately i have rebooked. Thanks",negative
@SouthwestAir @DreSparkles Thank you! I finally made it to my destination,positive
@USAirways We have submitted the customer relations form and await your response!,negative
"@USAirways It's 838. We boarded and we are waiting now to take off, hopefully.",neutral
@SouthwestAir I miss mine terribly. A +1 for my 30th anniversary would be amazing. It would mean LUV is in the air. #dontmakemebeg,positive
@united @jsumiyasu I am thankful to the  United ground staff who put me in the last seat on the last flight out. Home Late Flight is still home!,positive
@united 3875 to Denver which we are supposed to be boarding right now but has yet to land,negative
@united thank you for taking care of my mom and reFlight Booking Problems her flight in phl.,positive
@JetBlue Can you tell me which days you fly direct BUF - FLL and FLL - BUF?,neutral
@united of course I need help.  I've been DMing you ladies and gents all day. Your only solution is hope for the best and LAX.,negative
"@united Good evening, UA. Can you assist with an issue via DM?",neutral
@united Thanks for the upgrade- please try to get my company to approve more business class travel.,positive
@SouthwestAir :( Thanks for the opportunity...,positive
@SouthwestAir tweet just popped up on my phone with @amin_aur follows. Missing my favorite Southwest pilot and brother.,neutral
@AmericanAir I Cancelled Flightled my ticket and is taking two months ++ to refund and still waiting!,negative
"@SouthwestAir 

Just realized I had the wrong departure date. Thanks for making changes easy!",positive
"@SouthwestAir  THANK YOU for your awesome flights. Sweetheart got screwed on @FlyFrontier, managed to scramble and get a SW plane today. !!!",positive
@AmericanAir @maxfitgirl29 next time fly Southwest...,negative
@USAirways I was completely ripped of by US Airways today never fly this airline  I am contacting my local news,negative
@AmericanAir yes but you did manage to lose two of our bags. Horrendous airline.,negative
"@JetBlue If there's a schedule change on my tix, can you change the the destination airport to a sister airport (like EWR and JFK)?",neutral
@united @Lmuschel he is traveling with me on a sep reservation number F3KxB8,neutral
"@united the proper response: sorry for your wait, what flight # were you on so we can look into the issue. That's how @Delta would handle.",negative
"@VirginAmerica why Cancelled Flight flight VX413? One sec its delayed, on my to airport, the next its Cancelled Flightled?Gonna email or call me to reschedule?",negative
"@SouthwestAir CEO Gary Kelly, ""We are America's most loved and most flown airline!"" #SouthwestRally #BWI #bestemployees #swaculture #swapic",positive
@USAirways I just think if I am staying w your airline &amp; rescheduling a flight I shouldn't absorb a fee that is the cost of 1/2 my flight,negative
@USAirways I did not want to hang out on your plane all day when I am traveling to get work done and turn right back around. Unacceptable,negative
@AmericanAir please help us get home tomorrow!!!!!,neutral
@SouthwestAir sure. Fhk2te. Am scheduled to leave this weekend but need to push to October,neutral
"@united no, didn't notice I was 38A until start of boarding. Assumed I was 8E. By time boarding started, GAs had cleared standbys, full flt",neutral
@SouthwestAir- I called @united and they solved the flight Cancelled Flightlation issue in 15minutes. May be ask them how to do it? #getmorehands,negative
@JetBlue we have. Twice. They said they can't dim those lights. But they did on our first flight.,negative
@AmericanAir Flight 1512 (N924AN) departs @FlyTPA enroute to @dfwairport http://t.co/j0mhMkDiVl,neutral
@USAirways have checked all day.  CHO needs added.  Please evaluate.,negative
@SouthwestAir looking for cheap flight to vegas,neutral
@USAirways over 15min hold on your reservation line. embarrassing. AA Platinum member.,negative
@JetBlue - worst view for an athlete; watching your team from the front seat of the chase van #nogearnotraining,negative
@usairways I’m cool with weather delays etc. But lying and deceiving passengers to keep them from changing is reprehensible. #yousuck,negative
@united I see you tweeting as little as 7 min ago. Are you just ignoring my CS request? #CantLogOutOfUnitedWifi,negative
@united went to Customer Service kiosk and they were able to help out! Still thanks for following up!,positive
@AmericanAir - answer the phones.  Trying to change a reservation and haven't been able to get a human to pick up in two days.,negative
@AmericanAir @Expedia are killing me. Over 3 hours to get NO human to help me.,negative
"@AmericanAir 30 minutes flight from OKC and then make us wait, 30 minutes cause the gate isn't empty.  #epicfail #poorplanning",negative
@united Why do I pay more for Coach Plus to be told preboarding that all overhead bins will be full for me,negative
"@united nope not here. You need a little red stamp from the counter. Check yourself, before you wreck yourself son http://t.co/0pRGySvuRm",negative
@VirginAmerica can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas 😩😭,neutral
@VirginAmerica why is flight 345 redirected?,neutral
"@JetBlue my mom always said to never settle. If your chips ain't blue, you just won't do.",neutral
@USAirways always fun to get screwed out of an earlier flight (that isn't full) #crummyservice #whydidntiflysouthwest #goodluckamericanair,negative
"@AmericanAir nothing, you have done enough.",negative
@JetBlue that's not an option for us. So how can we help each other fix this? I would've made the change earlier if given accurate info.,negative
@JetBlue the big board says we aren't leaving until after 8:30 😩,negative
@SouthwestAir where your airline people screwed up our boarding passes on the way back from puerto Vallarta. This is horrible and we are,negative
@SouthwestAir Boooo!!!!!!   Don't be like the other airlines!!  http://t.co/WHAGPknnLF,negative
"@JetBlue if you can't guarantee parents will sit with their children, don't sell tickets with that promise! #jetblue http://t.co/HDoXiM6NZ2",negative
@USAirways any idea when flight 703 to Miami will leave for a second time?,neutral
@united unacceptable. 403 was 90 min Late Flight for a 'missing screw' our flight to Tucson left before we even landed,negative
STOP. USING.THIS.WORD. IF. YOU'RE. A. COMPANY. RT @JetBlue: Our fleet's on fleek. http://t.co/Fd2TNYcTrB,negative
@AmericanAir now we are all stuck on the plane after landing because crew unable to figure it out,negative
"@JetBlue can your people working this contact me, I have a project in the works.",neutral
@united the least you could do is offer me a ticket in coach instead of just Cancelled Flighting my reservation because of your glitch!!! #notfair,negative
@USAirways Does your company see passengers as customers or just $$$?,negative
"@USAirways why did you Cancelled Flight flight 1773 to phl, while delta flew a flight at the same time, on time? you Cancelled Flighted for no reason",negative
"@SouthwestAir Lastly, for a company that's trying to put the love in flying it would be nice to have someone personally address my concerns.",negative
"@AmericanAir long mait. Repair wait at gate - Capt Said ""paperwork formality""- forced to check bag rudely-returning CC reader doesn't work",negative
@USAirways yeah you guys just told me to call the website that I booked from. I booked on your website. UNACCEPTABLE,negative
@JetBlue THANK YOU! I am your new big fan :),positive
@united @gg8929 Ladies and gents - United Airlines...,neutral
@AmericanAir worst experience of my life avoid at all costs they will lose your belongings and have no humanity to even offer compensation,negative
"@USAirways Flights 890 was the delay, Flight 5136 was my missed connection… Help!",negative
@united you know it's bad when you're praying your connecting flight is delayed because of an hour delay on the first flight #JustGetMeHome,negative
@AmericanAir still waiting for a flight... I should get my money back,negative
"@AmericanAir just Cancelled Flightled my 7 am flight tomorrow with out informing me at all today, then booked one in 2 days, and no customer service",negative
"@USAirways Stars aligned. Connecting flight was delayed into CLT. Made it! Thanks, glad to know someone is listening. Time for 80° in MoBay!",positive
@AmericanAir You are having phone issues.  Please fix it!!!!,negative
"@united not the case. Now delayed due to ""mechanical issues with no update on departure time"". Just Cancelled Flight the goddamn flight so I go delta",negative
@AmericanAir More or less - after a night in a party hotel - no sleep and a 5:30 am rebook- on our way back to PHL http://t.co/4G0K0z2rei,neutral
@AmericanAir ok thank you. What if I can't get a hold of someone to get a new flight?,positive
@SouthwestAir retiring with my hubby and it's our 25th wedding anniversary this year! Companion pass please!!,neutral
@united just sent - thank you!,positive
@JetBlue don't I always?,neutral
@united is z and d code airfare refundable?,neutral
@AmericanAir  you have now lost my luggage for40 hours holding for4 hrs on phone #wtf is this how you treat your loyal passengers?#stranded,negative
"@AmericanAir I really want to get home. Tonight, preferably. Please stop delaying my plane 😢😕😦 #AmericanAirlines",negative
"@united flight UA1459 sitting at newark waiting for a gate, seriously??? #threehoursLate Flight",negative
"“@USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir.  http://t.co/mFMNKmvOTR”RT I look 4ward to that follow back too!",neutral
@USAirways  My tweet gets me a response to email dmsc@usairways.com,neutral
@united i think he actually did not like your screen  @campilley 😃😃😃,negative
@USAirways that's the 1st sorry I received from your company. The least you could do is fly us home early at no extra charge.,negative
@SouthwestAir I'm going to need you to answer your phones. Being on hold for an hour isn't okay.,negative
@AmericanAir it's flight 5348,neutral
@usairways I get extended hold times due to the weather...but 2-1/2 hours on hold (and counting). HELP!!,negative
@JetBlue I would like to send an email to Lost and Found at JetBlue JFK; I spoke to them this morning but cannot drive their today.,negative
"@AmericanAir no vouchers 4 Cancelled Flighted flight due 2 weather. Today's issue, broken tire. No vouchers cause tire was broken by weather. #nomoAA",negative
@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.,negative
@SouthwestAir you guys there? Are we on hour 2 of our phone hold at 3am bc of volume or short staffing?,negative
@USAirways I love you guys!!!,positive
"@united I was insulted, disrespected and met with incompetence at every turn how about a voucher for a domestic round trip",negative
@AmericanAir another generic response guys? Cmon. You're terrible. How about an actual helpful person? Not all the rude employees at LAX,negative
@united why are your agents working so slowly to rebook people who are on #UA1481. We have all wasted an entire day at STT.,negative
@united UA6357 needs de-icing! Stat! We've waited our turn...,neutral
@USAirways on delayed flight from Phil to stt and looks like we'll miss the car ferry to at john where our lodging is. Help with housing?,negative
@united +the plane.,neutral
@JetBlue no. Please stop.,negative
@united Ruth was VERY helpful in re-routing us to Punta Cana when Dulles connection failed. Other reps- NOT so helpful.,negative
"@AmericanAir Still sitting in airport as 6:05 flt delayed until 6:55...but still not boarding, what is happening?  No info....",negative
@united I missed it. Set up in a hotel. Flights delayed in SFO for 6+ hours. Missing all the wedding festivities of my friend. 😞,negative
@JetBlue great flight and crew! Flight 51 from BOS to MCO,positive
.@JetBlue Delete this tweet.,neutral
@SouthwestAir been holding for 1 hour and 10 minutes. To rebook Cancelled Flightlation.You guys need more help!,negative
@united whats UA 1205 lax - newark ??,neutral
"@united well. As of yet, our checked bag has already vanished and we haven't left the airport yet.",negative
@united that's great! pls let me know when u start!,positive
@SouthwestAir So the upcoming RR changes/Deval is trying to tell me not to fly southwest anymore because i am loyal so far. i get it.,neutral
@united Where are my bags!!!  They weren't in LAX like your promised.  9 out of 10 things today were a mess today because of you.,negative
@united negative. Done wasting time with amateurs at customer service. Thanks for at least offering.,negative
@SouthwestAir  Thank you.,positive
@USAirways Are you not even going to acknowledge that you bumped me from a flight (NOT BECAUSE OF WEATHER I AM IN ARIZONA),negative
"@SouthwestAir No no no. SWA low fares and on-time service is great! But manufactured quirkiness? Mmm, not so much. Signed, -CaptiveAudience",negative
"@AmericanAir @USAirways ""ma'am if you have a complaint you should visit our customer service desk"" {sees line ~45 people deep}",negative
@united  No first class passenger should have to pay for inflight wifi.,negative
@united Can you tell me Jet Airways award availability?,neutral
"@AmericanAir why does your customer service line say ""we are experiencing high call volume"" and then spontaneously hangup on the person?",negative
@united:  thanks for the miserable trip GNV&lt;&lt;&lt;FSD on 2.19-2.21.,negative
@united it will be on a different airline.,negative
@SouthwestAir All Flights lead to VEGAS BABY!,neutral
"@AmericanAir Thank you for the info! Changes need to be made over the phone, correct? Is there any way an AA agent can call me directly?",neutral
@VirginAmerica please provide status for flight 769.  I cant imagine it's on time as the Web indicates  dude to weather here and/or Dallas,negative
@united did  bags make it on the flight out of iad? second day without clothes is pretty inconvenient. We're pretty curious #UnitedAirlines,negative
Lol great answer.. “@AmericanAir: @JayFranceschi Our agents are checking in passengers as quickly as possible. We appreciate your patience.”,neutral
@SouthwestAir do you have special fares for students to visit prospective schools?  It's expensive to visit graduate programs.,neutral
@USAirways @AmericanAir trying to chg ticket for staff member leaving org before she can fly.We're a nonprofit-can't you make an exception?,neutral
@SouthwestAir @love_dragonss LAUREN IM SCREAMING,positive
@united how about starting without the robotic response?,negative
"@SouthwestAir Cancelled Flightled my flight, rescheduled to EWK gave me a pseudo-voucher that directed me to the worst @daysinn in existence. #fail",negative
@JetBlue we need an ETA please,negative
"@AmericanAir Do you happen to know if that plane will be repainted, or fly ""off into the sunset?""",neutral
@united The so below skilled staff and inadequate system just deleted my return from Houston to Norway. Shoulder shrugging is all you do..,negative
@USAirways @satesq theres only one flt PHL-CRW per day.,neutral
"@USAirways I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",neutral
@JetBlue Are there issues with the mobile boarding passes? My app keeps crashing when I try accessing. Thanks!,negative
@VirginAmerica is that #thestarter??😁,neutral
"@united as a million miler with UA, and flying almost every week I observe gate and flight crews committed to good operations",positive
@AmericanAir Great - thank you.,positive
"@SouthwestAir can tweet through the weekend/ bad weather, but closes down customer relations center to process refunds for Cancelled Flighted flights.",negative
@united you are terrible.,negative
@united now we are trying to get to San Juan from Chicago O'Hare. Having lots of problems. May get a standby flight.,negative
@USAirways Been stuck for 40+ minutes due to lavatory issues. No beverages. No snacks. No customer service. Flt 645 to PHO... #fail #refund,negative
@USAirways I just hope that pilot had a good day off,neutral
@united OKC ticket agent Roger McLarren(sp?) LESS than helpful with our Intl group travel problems Can't find a supervisor for help.,negative
"@USAirways no. Other than being on my credit card statement, I have not received anything from you and so I have no way to look it up myself",negative
@united I wasn't asking for a full refund but delaying me 3 hours and giving no reason should be enough to give partial credit,negative
@AmericanAir why is it most first class passengers now request the sand which from coach ?,neutral
@USAirways I keep calling your help line (800) 428-4322 and it keeps saying they are too busy to help &amp; to call back Late Flightr. FOR A WEEK NOW!,negative
@JetBlue my email is my twitter handle followed by gmail ☺👍👍,positive
@united please get me off this plane #UA57,negative
Made it to #Costa #Rica and back @JetBlue Missing it already!  #Pura #Vida!,negative
"@united boarded 6373 on time, deplaned, and now 100 minutes delay. No transparency during. Can't wait to give up my gold status for AA.",negative
"@JetBlue Traveling with two kids tomorrow (ages 7 and 4) domestic, do they need birth certificates to check in at airport?",neutral
@JetBlue #flyfi thank you! Seattle and #UDUB here we come! @cameron__roe http://t.co/kbHYM5GkAP,positive
"@SouthwestAir I think that flight was supposed to go to Houston as well, in case someone could check that?",neutral
@USAirways express my disappointment in your reservation department and the treatment of a Sailor dealing with a death in the family,negative
"@SouthwestAir its all good. flight eventually took off, and landed safely. oh, and I got the free cup o wine. thx",positive
@united took this one just for you. Not a window. Also not fun if you get motion sick. http://t.co/m81rV0blxs,negative
@JetBlue aka take stuff out of the checked bag! Then just carry on the extra weight. For someone just had shoulder surgery that's just no,negative
@AmericanAir Got it worked out. Had to postpone my trip and pay extra though. :/ Not easy for a poor graduate student.,negative
@united my partner and I booked individual reservations for same flight. I have Pr. Silver -- can he share my premier privileges somehow?,neutral
@SouthwestAir lost my sunglasses &amp; case on a flight 3933 last night - is there a lost &amp; found?,negative
"@SouthwestAir ""Airport snow removal method #22..""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/7poFSXOjSY",positive
